#Network|Station|Location|Channel|Latitude|Longitude|Elevation|Depth|Azimuth|Dip|SensorDescription|Scale|ScaleFreq|ScaleUnits|SampleRate|StartTime|EndTime
ES|EHIG||HHE|28.5567|-17.8062|845.0|0.0|93.0|0.0|GrlpCMG3T100s1500VmsT3581NmxLynx40Vpp10mHzRFon|617601000.0|1.0|M/S|100.0|2006-09-06T16:53:20|2009-03-13T04:07:00
ES|EHIG||HHE|28.5567|-17.8062|845.0|0.0|93.0|0.0|GrlpCMG3T100s1500VmsT3581NmxLynx40Vpp1mHzRFon|635559000.0|1.0|M/S|100.0|2009-03-13T18:31:50|2013-02-13T10:21:30
ES|EHIG||HHE|28.5567|-17.8062|845.0|0.0|90.0|0.0|GrlpCMG3T100s1500VmsT3856NmxLynx40Vpp1mHzRFon|634707000.0|1.0|M/S|100.0|2013-02-13T10:46:30|2014-07-16T10:37:42
ES|EHIG||HHE|28.5567|-17.8062|845.0|0.0|90.0|0.0|GrlpCMG3T100s1500VmsT3590NmxLynx40Vpp1mHzRFon|638115000.0|1.0|M/S|100.0|2014-07-16T11:04:50|2022-06-30T12:20:22
ES|EHIG||HHE|28.5567|-17.8062|845.0|0.0|90.0|0.0|GrlpCMG3T100s1500VmsT3590NmxCtr40VppLPh1mHzRFon|599181000.0|1.0|M/S|100.0|2022-06-30T14:23:24|
ES|EHIG||HHN|28.5567|-17.8062|845.0|0.0|0.0|0.0|GrlpCMG3T100s1500VmsT3B70NmxLynx40Vpp10mHzRFon|619652000.0|1.0|M/S|100.0|2002-01-15T00:00:00|2003-04-02T09:34:10
ES|EHIG||HHN|28.5567|-17.8062|845.0|0.0|7.8|0.0|GrlpCMG3T100s1500VmsT3B70NmxLynx40Vpp10mHzRFon|619652000.0|1.0|M/S|100.0|2003-04-02T09:34:24|2004-04-14T10:25:22
ES|EHIG||HHN|28.5567|-17.8062|845.0|0.0|22.7|0.0|GrlpCMG3T100s1500VmsT3564NmxLynx40Vpp10mHzRFon|619652000.0|1.0|M/S|100.0|2004-04-14T12:05:00|2005-05-10T09:28:05
ES|EHIG||HHN|28.5567|-17.8062|845.0|0.0|182.7|0.0|GrlpCMG3T100s1500VmsT3B70NmxLynx40Vpp10mHzRFon|619652000.0|1.0|M/S|100.0|2005-05-10T09:28:06|2006-09-06T16:49:20
ES|EHIG||HHN|28.5567|-17.8062|845.0|0.0|3.0|0.0|GrlpCMG3T100s1500VmsT3581NmxLynx40Vpp10mHzRFon|620478000.0|1.0|M/S|100.0|2006-09-06T16:53:20|2009-03-13T04:07:00
ES|EHIG||HHN|28.5567|-17.8062|845.0|0.0|3.0|0.0|GrlpCMG3T100s1500VmsT3581NmxLynx40Vpp1mHzRFon|641320000.0|1.0|M/S|100.0|2009-03-13T18:31:50|2013-02-13T10:21:30
ES|EHIG||HHN|28.5567|-17.8062|845.0|0.0|0.0|0.0|GrlpCMG3T100s1500VmsT3856NmxLynx40Vpp1mHzRFon|637905000.0|1.0|M/S|100.0|2013-02-13T10:46:30|2014-07-16T10:37:42
ES|EHIG||HHN|28.5567|-17.8062|845.0|0.0|0.0|0.0|GrlpCMG3T100s1500VmsT3590NmxLynx40Vpp1mHzRFon|643028000.0|1.0|M/S|100.0|2014-07-16T11:04:50|2022-06-30T12:20:22
ES|EHIG||HHN|28.5567|-17.8062|845.0|0.0|0.0|0.0|GrlpCMG3T100s1500VmsT3590NmxCtr40VppLPh1mHzRFon|602381000.0|1.0|M/S|100.0|2022-06-30T14:23:24|
ES|EHIG||HHZ|28.5567|-17.8062|845.0|0.0|0.0|-90.0|GrlpCMG3T100s1500VmsT3B70NmxLynx40Vpp10mHzRFon|620915000.0|1.0|M/S|100.0|2002-01-15T00:00:00|2003-04-02T09:34:10
ES|EHIG||HHZ|28.5567|-17.8062|845.0|0.0|0.0|-90.0|GrlpCMG3T100s1500VmsT3B70NmxLynx40Vpp10mHzRFon|620915000.0|1.0|M/S|100.0|2003-04-02T09:34:24|2004-04-14T10:25:22
ES|EHIG||HHZ|28.5567|-17.8062|845.0|0.0|0.0|-90.0|GrlpCMG3T100s1500VmsT3564NmxLynx40Vpp10mHzRFon|621746000.0|1.0|M/S|100.0|2004-04-14T12:05:00|2005-05-10T09:28:05
ES|EHIG||HHZ|28.5567|-17.8062|845.0|0.0|0.0|-90.0|GrlpCMG3T100s1500VmsT3B70NmxLynx40Vpp10mHzRFon|622576000.0|1.0|M/S|100.0|2005-05-10T09:28:06|2006-09-06T16:49:20
ES|EHIG||HHZ|28.5567|-17.8062|845.0|0.0|0.0|-90.0|GrlpCMG3T100s1500VmsT3581NmxLynx40Vpp10mHzRFon|618425000.0|1.0|M/S|100.0|2006-09-06T16:53:20|2009-03-13T04:07:00
ES|EHIG||HHZ|28.5567|-17.8062|845.0|0.0|0.0|-90.0|GrlpCMG3T100s1500VmsT3581NmxLynx40Vpp1mHzRFon|633217000.0|1.0|M/S|100.0|2009-03-13T18:31:50|2013-02-13T10:21:30
ES|EHIG||HHZ|28.5567|-17.8062|845.0|0.0|0.0|-90.0|GrlpCMG3T100s1500VmsT3856NmxLynx40Vpp1mHzRFon|632367000.0|1.0|M/S|100.0|2013-02-13T10:46:30|2014-07-16T10:37:42
ES|EHIG||HHZ|28.5567|-17.8062|845.0|0.0|0.0|-90.0|GrlpCMG3T100s1500VmsT3590NmxLynx40Vpp1mHzRFon|634067000.0|1.0|M/S|100.0|2014-07-16T11:04:50|2022-06-30T12:20:22
ES|EHIG||HHZ|28.5567|-17.8062|845.0|0.0|0.0|-90.0|GrlpCMG3T100s1500VmsT3590NmxCtr40VppLPh1mHzRFon|596781000.0|1.0|M/S|100.0|2022-06-30T14:23:24|
ES|EHRO||HHE|27.7535|-18.1106|135.0|0.0|90.0|0.0|GuralpCMG3T100sT3893NmxLynx3440Vpp1mHzRFon|630662000.0|1.0|M/S|100.0|2001-11-07T00:00:00|2004-11-30T23:59:59
ES|EHRO||HHN|27.7535|-18.1106|135.0|0.0|0.0|0.0|GuralpCMG3T100sT3893NmxLynx3440Vpp1mHzRFon|634578000.0|1.0|M/S|100.0|2001-11-07T00:00:00|2004-11-30T23:59:59
ES|EHRO||HHZ|27.7535|-18.1106|135.0|0.0|0.0|-90.0|GuralpCMG3T100sT3893NmxLynx3440Vpp1mHzRFon|631738000.0|1.0|M/S|100.0|2001-11-07T00:00:00|2004-11-30T23:59:59
ES|EIBI||HHE|39.0269|1.3436|260.0|0.0|90.0|0.0|GuralpCMG3T100s1500VmsT3879NmxLynx40Vpp10mHzRF|637185000.0|1.0|M/S|100.0|2001-07-06T00:00:00|2003-08-01T10:32:13
ES|EIBI||HHE|39.0269|1.3436|260.0|0.0|90.0|0.0|GuralpCMG3T120s1500VmsT3D50NmxLynx40Vpp10mHzRF|631292000.0|1.0|M/S|100.0|2003-08-01T10:43:50|2005-06-16T10:27:20
ES|EIBI||HHE|39.0269|1.3436|260.0|0.0|90.0|0.0|GuralpCMG3T120s1500VmsT3D49NmxLynx40Vpp10mHzRF|629382000.0|1.0|M/S|100.0|2005-06-16T11:41:30|2008-10-07T10:11:00
ES|EIBI||HHE|39.0269|1.3436|260.0|0.0|90.0|0.0|GuralpCMG3T120s1500VmsT3D49NmxLynx40Vpp1mHzRF|629591000.0|1.0|M/S|100.0|2008-10-07T13:58:40|2011-04-27T12:47:40
ES|EIBI||HHE|39.0269|1.3436|260.0|0.0|90.0|0.0|GuralpCMG3T120s1500VmsT34085NmxLynx40Vpp1mHzRF|619464000.0|1.0|M/S|100.0|2011-04-28T05:46:40|2022-07-13T16:18:24
ES|EIBI||HHE|39.0269|1.3436|260.0|0.0|90.0|0.0|GuralpCMG3T120s1500VmsT310687NmxCtr40VppLPha1mHzRF|602381000.0|1.0|M/S|100.0|2022-07-13T19:32:30|
ES|EIBI||HHN|39.0269|1.3436|260.0|0.0|0.0|0.0|GuralpCMG3T100s1500VmsT3879NmxLynx40Vpp10mHzRF|638549000.0|1.0|M/S|100.0|2001-07-06T00:00:00|2003-08-01T10:32:13
ES|EIBI||HHN|39.0269|1.3436|260.0|0.0|0.0|0.0|GuralpCMG3T120s1500VmsT3D50NmxLynx40Vpp10mHzRF|630129000.0|1.0|M/S|100.0|2003-08-01T10:43:50|2005-06-16T10:27:20
ES|EIBI||HHN|39.0269|1.3436|260.0|0.0|0.0|0.0|GuralpCMG3T120s1500VmsT3D49NmxLynx40Vpp10mHzRF|631913000.0|1.0|M/S|100.0|2005-06-16T11:41:30|2008-10-07T10:11:00
ES|EIBI||HHN|39.0269|1.3436|260.0|0.0|0.0|0.0|GuralpCMG3T120s1500VmsT3D49NmxLynx40Vpp1mHzRF|632123000.0|1.0|M/S|100.0|2008-10-07T13:58:40|2011-04-27T12:47:40
ES|EIBI||HHN|39.0269|1.3436|260.0|0.0|0.0|0.0|GuralpCMG3T120s1500VmsT34085NmxLynx40Vpp1mHzRF|630435000.0|1.0|M/S|100.0|2011-04-28T05:46:40|2022-07-13T16:18:24
ES|EIBI||HHN|39.0269|1.3436|260.0|0.0|0.0|0.0|GuralpCMG3T120s1500VmsT310687NmxCtr40VppLPha1mHzRF|603181000.0|1.0|M/S|100.0|2022-07-13T19:32:30|
ES|EIBI||HHZ|39.0269|1.3436|260.0|0.0|0.0|-90.0|GuralpCMG3T100s1500VmsT3879NmxLynx40Vpp10mHzRF|636326000.0|1.0|M/S|100.0|2001-07-06T00:00:00|2003-08-01T10:32:13
ES|EIBI||HHZ|39.0269|1.3436|260.0|0.0|0.0|-90.0|GuralpCMG3T120s1500VmsT3D50NmxLynx40Vpp10mHzRF|623649000.0|1.0|M/S|100.0|2003-08-01T10:43:50|2005-06-16T10:27:20
ES|EIBI||HHZ|39.0269|1.3436|260.0|0.0|0.0|-90.0|GuralpCMG3T120s1500VmsT3D49NmxLynx40Vpp10mHzRF|628336000.0|1.0|M/S|100.0|2005-06-16T11:41:30|2008-10-07T10:11:00
ES|EIBI||HHZ|39.0269|1.3436|260.0|0.0|0.0|-90.0|GuralpCMG3T120s1500VmsT3D49NmxLynx40Vpp1mHzRF|628545000.0|1.0|M/S|100.0|2008-10-07T13:58:40|2011-04-27T12:47:40
ES|EIBI||HHZ|39.0269|1.3436|260.0|0.0|0.0|-90.0|GuralpCMG3T120s1500VmsT34085NmxLynx40Vpp1mHzRF|620932000.0|1.0|M/S|100.0|2011-04-28T05:46:40|2022-07-13T16:18:24
ES|EIBI||HHZ|39.0269|1.3436|260.0|0.0|0.0|-90.0|GuralpCMG3T120s1500VmsT310687NmxCtr40VppLPha1mHzRF|599981000.0|1.0|M/S|100.0|2022-07-13T19:32:30|
ES|EJIF||EHZ|36.451972|-5.469827|275.0|0.0|0.0|-90.0|KnmxRangerSS1KnmxDataSeisDigitalVAX|270330000.0|5.0|M/S|100.0|1988-05-19T00:00:00|1997-06-04T00:00:00
ES|EJIF||EHZ|36.451972|-5.469827|275.0|0.0|0.0|-90.0|KnxRangerSS1NmxTaurus16VppLowImp1mHzRFoff|22096100000.0|10.0|M/S|100.0|2014-03-26T11:18:57|2017-04-19T19:03:47
ES|EJIF||HHE|36.451972|-5.469827|275.0|0.0|90.0|0.0|NmxTrilliumC120s754VmsCentaur40VppLinPha1mHzRFoff|301720000.0|1.0|M/S|100.0|2017-10-25T15:17:26|2019-11-08T07:27:19
ES|EJIF||HHE|36.451972|-5.469827|275.0|0.0|90.0|0.0|NmxTrilliumC120s754VmsCentaur40VppLinPha1mHzRFon|301711000.0|1.0|M/S|100.0|2019-11-08T07:27:20|
ES|EJIF||HHN|36.451972|-5.469827|275.0|0.0|0.0|0.0|NmxTrilliumC120s754VmsCentaur40VppLinPha1mHzRFoff|301720000.0|1.0|M/S|100.0|2017-10-25T15:17:26|2019-11-08T07:27:19
ES|EJIF||HHN|36.451972|-5.469827|275.0|0.0|0.0|0.0|NmxTrilliumC120s754VmsCentaur40VppLinPha1mHzRFon|301711000.0|1.0|M/S|100.0|2019-11-08T07:27:20|
ES|EJIF||HHZ|36.451972|-5.469827|275.0|0.0|0.0|-90.0|NmxTrilliumC120s754VmsCentaur40VppLinPha1mHzRFoff|301720000.0|1.0|M/S|100.0|2017-10-25T15:17:26|2019-11-08T07:27:19
ES|EJIF||HHZ|36.451972|-5.469827|275.0|0.0|0.0|-90.0|NmxTrilliumC120s754VmsCentaur40VppLinPha1mHzRFon|301711000.0|1.0|M/S|100.0|2019-11-08T07:27:20|
ES|EJIF||SHZ|36.451972|-5.469827|275.0|0.0|0.0|-90.0|KnmxRangerSS1PrestonPreSys1000|540659000.0|5.0|M/S|50.0|1997-02-16T00:00:00|2013-07-19T09:11:05
ES|EJIM||HHE|36.4345|-5.4555|200.0|0.0|90.0|0.0|NmxTrilliumCompact120s754Vms_Centaur40Vpp1mHz|301710000.0|1.0|M/S|100.0|2017-04-19T12:00:00|2017-10-24T17:07:38
ES|EJIM||HHN|36.4345|-5.4555|200.0|0.0|0.0|0.0|NmxTrilliumCompact120s754Vms_Centaur40Vpp1mHz|301710000.0|1.0|M/S|100.0|2017-04-19T12:00:00|2017-10-24T17:07:38
ES|EJIM||HHZ|36.4345|-5.4555|200.0|0.0|0.0|-90.0|NmxTrilliumCompact120s754Vms_Centaur40Vpp1mHz|301710000.0|1.0|M/S|100.0|2017-04-19T12:00:00|2017-10-24T17:07:38
ES|EJON||HHE|42.4487|2.8886|570.0|0.0|90.0|0.0|GrlpCMG3T3B07@100s1500VmsNmxLynx40Vpp10mHzRFon|623040000.0|1.0|M/S|100.0|2002-03-22T00:00:00|2003-03-24T07:26:50
ES|EJON||HHE|42.4487|2.8886|570.0|0.0|90.0|0.0|GrlpCMG3T3B07@100s1500VmsNmxLynx40Vpp1mHzRFon|621763000.0|1.0|M/S|100.0|2003-03-24T07:30:20|2008-07-22T09:21:48
ES|EJON||HHE|42.4487|2.8886|570.0|0.0|90.0|0.0|GrlpCMG3T3D47@120s1500VmsNmxLynx40Vpp1mHzRFon|623439000.0|1.0|M/S|100.0|2008-07-22T09:43:45|2014-06-03T18:35:33
ES|EJON||HHE|42.4487|2.8886|570.0|0.0|90.0|0.0|GrlpCMG3T3049@120s1500VmsNmxLynx40Vpp1mHzRFon|625953000.0|1.0|M/S|100.0|2014-08-08T12:56:27|2021-11-22T09:55:49
ES|EJON||HHE|42.4487|2.8886|570.0|0.0|90.0|0.0|GrlpCMG3T310686@120s1500VmsNmxLynx40Vpp1mHzRFon|634333000.0|1.0|M/S|100.0|2021-11-22T09:55:50|2022-10-11T09:24:40
ES|EJON||HHE|42.4487|2.8886|570.0|0.0|90.0|0.0|GrlpCMG3T310686@120s1500VmsNmxCtr40VppLPha1mHzRFon|605581000.0|1.0|M/S|100.0|2022-10-11T11:22:07|
ES|EJON||HHN|42.4487|2.8886|570.0|0.0|0.0|0.0|GrlpCMG3T3B07@100s1500VmsNmxLynx40Vpp10mHzRFon|618002000.0|1.0|M/S|100.0|2002-03-22T00:00:00|2003-03-24T07:26:50
ES|EJON||HHN|42.4487|2.8886|570.0|0.0|0.0|0.0|GrlpCMG3T3B07@100s1500VmsNmxLynx40Vpp1mHzRFon|616736000.0|1.0|M/S|100.0|2003-03-24T07:30:20|2008-07-22T09:21:48
ES|EJON||HHN|42.4487|2.8886|570.0|0.0|0.0|0.0|GrlpCMG3T3D47@120s1500VmsNmxLynx40Vpp1mHzRFon|626791000.0|1.0|M/S|100.0|2008-07-22T09:43:45|2014-06-03T18:35:33
ES|EJON||HHN|42.4487|2.8886|570.0|0.0|0.0|0.0|GrlpCMG3T3049@120s1500VmsNmxLynx40Vpp1mHzRFon|623439000.0|1.0|M/S|100.0|2014-08-08T12:56:27|2021-11-22T09:55:49
ES|EJON||HHN|42.4487|2.8886|570.0|0.0|0.0|0.0|GrlpCMG3T310686@120s1500VmsNmxLynx40Vpp1mHzRFon|632657000.0|1.0|M/S|100.0|2021-11-22T09:55:50|2022-10-11T09:24:40
ES|EJON||HHN|42.4487|2.8886|570.0|0.0|0.0|0.0|GrlpCMG3T310686@120s1500VmsNmxCtr40VppLPha1mHzRFon|603981000.0|1.0|M/S|100.0|2022-10-11T11:22:07|
ES|EJON||HHZ|42.4487|2.8886|570.0|0.0|0.0|-90.0|GrlpCMG3T3B07@100s1500VmsNmxLynx40Vpp10mHzRFon|626399000.0|1.0|M/S|100.0|2002-03-22T00:00:00|2003-03-24T07:26:50
ES|EJON||HHZ|42.4487|2.8886|570.0|0.0|0.0|-90.0|GrlpCMG3T3B07@100s1500VmsNmxLynx40Vpp1mHzRFon|625115000.0|1.0|M/S|100.0|2003-03-24T07:30:20|2008-07-22T09:21:48
ES|EJON||HHZ|42.4487|2.8886|570.0|0.0|0.0|-90.0|GrlpCMG3T3D47@120s1500VmsNmxLynx40Vpp1mHzRFon|623439000.0|1.0|M/S|100.0|2008-07-22T09:43:45|2014-06-03T18:35:33
ES|EJON||HHZ|42.4487|2.8886|570.0|0.0|0.0|-90.0|GrlpCMG3T3049@120s1500VmsNmxLynx40Vpp1mHzRFon|620088000.0|1.0|M/S|100.0|2014-08-08T12:56:27|2021-11-22T09:55:49
ES|EJON||HHZ|42.4487|2.8886|570.0|0.0|0.0|-90.0|GrlpCMG3T310686@120s1500VmsNmxLynx40Vpp1mHzRFon|630143000.0|1.0|M/S|100.0|2021-11-22T09:55:50|2022-10-11T09:24:40
ES|EJON||HHZ|42.4487|2.8886|570.0|0.0|0.0|-90.0|GrlpCMG3T310686@120s1500VmsNmxCtr40VppLPha1mHzRFon|601581000.0|1.0|M/S|100.0|2022-10-11T11:22:07|
ES|EJUZ||HHE|41.092|-5.8899|0.0|0.0|90.0|0.0|NmxTCompact120s754VmsNmxCentaur340VppLinPha1mHzOff|301720000.0|1.0|M/S|100.0|2016-11-30T11:02:08|2019-03-26T13:19:10
ES|EJUZ||HHE|41.092|-5.8899|0.0|0.0|90.0|0.0|NmxTCompact120s754VmsNmxCentaur340VppLinPha1mHzOn|301710000.0|1.0|M/S|100.0|2019-03-26T15:22:20|
ES|EJUZ||HHN|41.092|-5.8899|0.0|0.0|0.0|0.0|NmxTCompact120s754VmsNmxCentaur340VppLinPha1mHzOff|301720000.0|1.0|M/S|100.0|2016-11-30T11:02:08|2019-03-26T13:19:10
ES|EJUZ||HHN|41.092|-5.8899|0.0|0.0|0.0|0.0|NmxTCompact120s754VmsNmxCentaur340VppLinPha1mHzOn|301710000.0|1.0|M/S|100.0|2019-03-26T15:22:20|
ES|EJUZ||HHZ|41.092|-5.8899|0.0|0.0|0.0|-90.0|NmxTCompact120s754VmsNmxCentaur340VppLinPha1mHzOff|301720000.0|1.0|M/S|100.0|2016-11-30T11:02:08|2019-03-26T13:19:10
ES|EJUZ||HHZ|41.092|-5.8899|0.0|0.0|0.0|-90.0|NmxTCompact120s754VmsNmxCentaur340VppLinPha1mHzOn|301710000.0|1.0|M/S|100.0|2019-03-26T15:22:20|
ES|ELAN||HHE|43.2317|-3.434|633.0|0.0|90.0|0.0|GrlpCMG3T3902@100s1500Vms+NmxLynx40Vpp10mHzRFon|633370000.0|1.0|M/S|100.0|2003-03-31T08:41:40|2005-06-03T12:57:10
ES|ELAN||HHE|43.2317|-3.434|633.0|0.0|90.0|0.0|GrlpCMG3T3B84@100s1500Vms+NmxLynx40Vpp10mHzRFon|630850000.0|1.0|M/S|100.0|2005-06-03T13:45:50|2006-06-07T08:17:20
ES|ELAN||HHE|43.2317|-3.434|633.0|0.0|90.0|0.0|GrlpCMG3T3B84@100s1500Vms+NmxTrident40Vpp10mHzRFon|600589000.0|1.0|M/S|100.0|2006-06-08T16:20:10|2008-03-03T19:46:20
ES|ELAN||HHE|43.2317|-3.434|633.0|0.0|90.0|0.0|GrlpCMG3T3564@100s1500Vms+NmxTrident40Vpp10mHzRFon|605387000.0|1.0|M/S|100.0|2008-03-12T11:05:50|2008-04-17T09:26:59
ES|ELAN||HHE|43.2317|-3.434|633.0|0.0|90.0|0.0|GrlpCMG3T3564@100s1500Vms+NmxTrident40Vpp1mHzRFon|605588000.0|1.0|M/S|100.0|2008-04-17T09:27:00|2009-07-20T16:13:00
ES|ELAN||HHE|43.2317|-3.434|633.0|0.0|90.0|0.0|GrlpCMG3T3D53@120s1500Vms+NmxTrident40Vpp1mHzRFon|598388000.0|1.0|M/S|100.0|2009-07-20T16:13:40|2009-09-01T09:25:30
ES|ELAN||HHE|43.2317|-3.434|633.0|0.0|90.0|0.0|GrlpCMG3T3886@100s1500Vms+NmxTrident40Vpp1mHzRFon|601588000.0|1.0|M/S|100.0|2009-09-01T11:40:50|2012-10-23T12:08:50
ES|ELAN||HHE|43.2317|-3.434|633.0|0.0|90.0|0.0|GrlpCMG3T3851@100s1500Vms+NmxTrident40Vpp1mHzRFon|599188000.0|1.0|M/S|100.0|2012-10-23T12:11:00|2021-09-07T12:00:12
ES|ELAN||HHE|43.2317|-3.434|633.0|0.0|90.0|0.0|GrlpCMG3T310683@120s1500Vms+NmxTrident40Vpp1mHzRF|603988000.0|1.0|M/S|100.0|2021-09-07T12:02:25|2022-08-26T08:59:29
ES|ELAN||HHE|43.2317|-3.434|633.0|0.0|90.0|0.0|GrlpCMG3T310683@120s1500VmsNmxCtr40VppLPha1mHzRFon|603981000.0|1.0|M/S|100.0|2022-08-26T11:37:27|2022-10-01T12:44:13
ES|ELAN||HHE|43.2317|-3.434|633.0|0.0|90.0|0.0|GrlpCMG3T310834@120s1500VmsNmxCtr40VppLPha1mHzRFon|603981000.0|1.0|M/S|100.0|2022-10-01T15:50:18|2024-09-23T10:56:07
ES|ELAN||HHE|43.2317|-3.434|633.0|0.0|90.0|0.0|GrlpCMG3T310683@120s1500VmsNmxCtr40VppLPha1mHzRFon|603981000.0|1.0|M/S|100.0|2024-09-23T13:00:45|
ES|ELAN||HHN|43.2317|-3.434|633.0|0.0|0.0|0.0|GrlpCMG3T3902@100s1500Vms+NmxLynx40Vpp10mHzRFon|634210000.0|1.0|M/S|100.0|2003-03-31T08:41:40|2005-06-03T12:57:10
ES|ELAN||HHN|43.2317|-3.434|633.0|0.0|0.0|0.0|GrlpCMG3T3B84@100s1500Vms+NmxLynx40Vpp10mHzRFon|627490000.0|1.0|M/S|100.0|2005-06-03T13:45:50|2006-06-07T08:17:20
ES|ELAN||HHN|43.2317|-3.434|633.0|0.0|0.0|0.0|GrlpCMG3T3B84@100s1500Vms+NmxTrident40Vpp10mHzRFon|597390000.0|1.0|M/S|100.0|2006-06-08T16:20:10|2008-03-03T19:46:20
ES|ELAN||HHN|43.2317|-3.434|633.0|0.0|0.0|0.0|GrlpCMG3T3564@100s1500Vms+NmxTrident40Vpp10mHzRFon|602188000.0|1.0|M/S|100.0|2008-03-12T11:05:50|2008-04-17T09:26:59
ES|ELAN||HHN|43.2317|-3.434|633.0|0.0|0.0|0.0|GrlpCMG3T3564@100s1500Vms+NmxTrident40Vpp1mHzRFon|602388000.0|1.0|M/S|100.0|2008-04-17T09:27:00|2009-07-20T16:13:00
ES|ELAN||HHN|43.2317|-3.434|633.0|0.0|0.0|0.0|GrlpCMG3T3D53@120s1500Vms+NmxTrident40Vpp1mHzRFon|601588000.0|1.0|M/S|100.0|2009-07-20T16:13:40|2009-09-01T09:25:30
ES|ELAN||HHN|43.2317|-3.434|633.0|0.0|0.0|0.0|GrlpCMG3T3886@100s1500Vms+NmxTrident40Vpp1mHzRFon|601588000.0|1.0|M/S|100.0|2009-09-01T11:40:50|2012-10-23T12:08:50
ES|ELAN||HHN|43.2317|-3.434|633.0|0.0|0.0|0.0|GrlpCMG3T3851@100s1500Vms+NmxTrident40Vpp1mHzRFon|599988000.0|1.0|M/S|100.0|2012-10-23T12:11:00|2021-09-07T12:00:12
ES|ELAN||HHN|43.2317|-3.434|633.0|0.0|0.0|0.0|GrlpCMG3T310683@120s1500Vms+NmxTrident40Vpp1mHzRF|600788000.0|1.0|M/S|100.0|2021-09-07T12:02:25|2022-08-26T08:59:29
ES|ELAN||HHN|43.2317|-3.434|633.0|0.0|0.0|0.0|GrlpCMG3T310683@120s1500VmsNmxCtr40VppLPha1mHzRFon|600781000.0|1.0|M/S|100.0|2022-08-26T11:37:27|2022-10-01T12:44:13
ES|ELAN||HHN|43.2317|-3.434|633.0|0.0|0.0|0.0|GrlpCMG3T310834@120s1500VmsNmxCtr40VppLPha1mHzRFon|602381000.0|1.0|M/S|100.0|2022-10-01T15:50:18|2024-09-23T10:56:07
ES|ELAN||HHN|43.2317|-3.434|633.0|0.0|0.0|0.0|GrlpCMG3T310683@120s1500VmsNmxCtr40VppLPha1mHzRFon|600781000.0|1.0|M/S|100.0|2024-09-23T13:00:45|
ES|ELAN||HHZ|43.2317|-3.434|633.0|0.0|0.0|-90.0|GrlpCMG3T3902@100s1500Vms+NmxLynx40Vpp10mHzRFon|626650000.0|1.0|M/S|100.0|2003-03-31T08:41:40|2005-06-03T12:57:10
ES|ELAN||HHZ|43.2317|-3.434|633.0|0.0|0.0|-90.0|GrlpCMG3T3B84@100s1500Vms+NmxLynx40Vpp10mHzRFon|620770000.0|1.0|M/S|100.0|2005-06-03T13:45:50|2006-06-07T08:17:20
ES|ELAN||HHZ|43.2317|-3.434|633.0|0.0|0.0|-90.0|GrlpCMG3T3B84@100s1500Vms+NmxTrident40Vpp10mHzRFon|590992000.0|1.0|M/S|100.0|2006-06-08T16:20:10|2008-03-03T19:46:20
ES|ELAN||HHZ|43.2317|-3.434|633.0|0.0|0.0|-90.0|GrlpCMG3T3564@100s1500Vms+NmxTrident40Vpp10mHzRFon|602988000.0|1.0|M/S|100.0|2008-03-12T11:05:50|2008-04-17T09:26:59
ES|ELAN||HHZ|43.2317|-3.434|633.0|0.0|0.0|-90.0|GrlpCMG3T3564@100s1500Vms+NmxTrident40Vpp1mHzRFon|603188000.0|1.0|M/S|100.0|2008-04-17T09:27:00|2009-07-20T16:13:00
ES|ELAN||HHZ|43.2317|-3.434|633.0|0.0|0.0|-90.0|GrlpCMG3T3D53@120s1500Vms+NmxTrident40Vpp1mHzRFon|598388000.0|1.0|M/S|100.0|2009-07-20T16:13:40|2009-09-01T09:25:30
ES|ELAN||HHZ|43.2317|-3.434|633.0|0.0|0.0|-90.0|GrlpCMG3T3886@100s1500Vms+NmxTrident40Vpp1mHzRFon|601588000.0|1.0|M/S|100.0|2009-09-01T11:40:50|2012-10-23T12:08:50
ES|ELAN||HHZ|43.2317|-3.434|633.0|0.0|0.0|-90.0|GrlpCMG3T3851@100s1500Vms+NmxTrident40Vpp1mHzRFon|596788000.0|1.0|M/S|100.0|2012-10-23T12:11:00|2021-09-07T12:00:12
ES|ELAN||HHZ|43.2317|-3.434|633.0|0.0|0.0|-90.0|GrlpCMG3T310683@120s1500Vms+NmxTrident40Vpp1mHzRF|603988000.0|1.0|M/S|100.0|2021-09-07T12:02:25|2022-08-26T08:59:29
ES|ELAN||HHZ|43.2317|-3.434|633.0|0.0|0.0|-90.0|GrlpCMG3T310683@120s1500VmsNmxCtr40VppLPha1mHzRFon|603981000.0|1.0|M/S|100.0|2022-08-26T11:37:27|2022-10-01T12:44:13
ES|ELAN||HHZ|43.2317|-3.434|633.0|0.0|0.0|-90.0|GrlpCMG3T310834@120s1500VmsNmxCtr40VppLPha1mHzRFon|601581000.0|1.0|M/S|100.0|2022-10-01T15:50:18|2024-09-23T10:56:07
ES|ELAN||HHZ|43.2317|-3.434|633.0|0.0|0.0|-90.0|GrlpCMG3T310683@120s1500VmsNmxCtr40VppLPha1mHzRFon|603981000.0|1.0|M/S|100.0|2024-09-23T13:00:45|
ES|ELGU||HHE|36.8678|-3.6266|780.0|0.0|87.0|0.0|GrlpCMG3T120s1500VmsNmxTrident40Vpp1mHzRFon|594380000.0|1.0|M/S|100.0|2011-10-26T11:09:40|2021-04-21T15:19:38
