#Network|Station|Location|Channel|Latitude|Longitude|Elevation|Depth|Azimuth|Dip|SensorDescription|Scale|ScaleFreq|ScaleUnits|SampleRate|StartTime|EndTime
ES|CNAO||HHZ|27.647|-17.9883|118.0|0.0|0.0|-90.0|NmxTCompact120s754VmsNmxCentaur40VppLPh1mHzRFon|301710000.0|1.0|M/S|100.0|2025-04-28T09:13:35|
ES|CNOR||EHE|28.31346|-16.659966|1520.0|0.0|90.0|0.0|LE3DLiteMkI1s_Centaur4Vpp1mHzRFoff100sps|1599020000.0|10.0|M/S|100.0|2016-10-06T11:59:00|2019-02-26T15:27:59
ES|CNOR||EHE|28.31346|-16.659966|1520.0|0.0|90.0|0.0|LE3DLiteMkI1s_Centaur4Vpp1mHzRFon100sps|1598970000.0|10.0|M/S|100.0|2019-02-26T15:28:00|
ES|CNOR||EHN|28.31346|-16.659966|1520.0|0.0|0.0|0.0|LE3DLiteMkI1s_Centaur4Vpp1mHzRFoff100sps|1599020000.0|10.0|M/S|100.0|2016-10-06T11:59:00|2019-02-26T15:27:59
ES|CNOR||EHN|28.31346|-16.659966|1520.0|0.0|0.0|0.0|LE3DLiteMkI1s_Centaur4Vpp1mHzRFon100sps|1598970000.0|10.0|M/S|100.0|2019-02-26T15:28:00|
ES|CNOR||EHZ|28.31346|-16.659966|1520.0|0.0|0.0|-90.0|LE3DLiteMkI1s_Centaur4Vpp1mHzRFoff100sps|1599020000.0|10.0|M/S|100.0|2016-10-06T11:59:00|2019-02-26T15:27:59
ES|CNOR||EHZ|28.31346|-16.659966|1520.0|0.0|0.0|-90.0|LE3DLiteMkI1s_Centaur4Vpp1mHzRFon100sps|1598970000.0|10.0|M/S|100.0|2019-02-26T15:28:00|
ES|CORC||EHE|27.7047|-18.1448|97.0|0.0|90.0|0.0|XXXX|1600000000.0|10.0|M/S|100.0|2011-10-03T08:09:00|2016-01-11T03:39:19
ES|CORC||EHN|27.7047|-18.1448|97.0|0.0|0.0|0.0|XXXX|1600000000.0|10.0|M/S|100.0|2011-10-03T08:09:00|2016-01-11T03:39:19
ES|CORC||EHZ|27.7047|-18.1448|97.0|0.0|0.0|-90.0|XXXX|1600000000.0|10.0|M/S|100.0|2011-10-03T08:09:00|2016-01-11T03:39:19
ES|CPAJ||HHE|27.95|-15.6593|1197.0|0.0|90.0|0.0|NmxTCompact@120s753VmsNmxCentaur40VppLPh1mHzRF|301710000.0|1.0|M/S|100.0|2025-06-24T11:00:00|
ES|CPAJ||HHN|27.95|-15.6593|1197.0|0.0|0.0|0.0|NmxTCompact@120s753VmsNmxCentaur40VppLPh1mHzRF|301710000.0|1.0|M/S|100.0|2025-06-24T11:00:00|
ES|CPAJ||HHZ|27.95|-15.6593|1197.0|0.0|0.0|-90.0|NmxTCompact@120s753VmsNmxCentaur40VppLPh1mHzRF|301710000.0|1.0|M/S|100.0|2025-06-24T11:00:00|
ES|CPIT|1K|HHE|28.4018|-16.392|1165.0|20.6|90.0|0.0|GuralpRadianGuralpMinimus|1851850000.0|1.0|M/S|100.0|2020-12-14T10:41:58|
ES|CPIT|1K|HHN|28.4018|-16.392|1165.0|20.6|0.0|0.0|GuralpRadianGuralpMinimus|1736110000.0|1.0|M/S|100.0|2020-12-14T10:41:58|
ES|CPIT|1K|HHZ|28.4018|-16.392|1165.0|20.6|0.0|-90.0|GuralpRadianGuralpMinimus|1508300000.0|1.0|M/S|100.0|2020-12-14T10:41:58|
ES|CPUN||EHE|28.734821|-17.755571|583.0|0.0|90.0|0.0|LE3DLitePreMkII1s400VmsNmxTaurus4VppHImp1mHzRFon|1598930000.0|10.0|M/S|100.0|2017-06-22T15:38:45|2017-06-23T06:03:20
ES|CPUN||EHN|28.734821|-17.755571|583.0|0.0|0.0|0.0|LE3DLitePreMkII1s400VmsNmxTaurus4VppHImp1mHzRFon|1598930000.0|10.0|M/S|100.0|2017-06-22T15:38:45|2017-06-23T06:03:20
ES|CPUN||EHZ|28.734821|-17.755571|583.0|0.0|0.0|-90.0|LE3DLitePreMkII1s400VmsNmxTaurus4VppHImp1mHzRFon|1598930000.0|10.0|M/S|100.0|2017-06-22T15:38:45|2017-06-23T06:03:20
ES|CPUN||HHE|28.734821|-17.755571|583.0|0.0|90.0|0.0|CMG3ESPCD60s6000Vms_DM24Mk3FixGainTap23|1834200000.0|1.0|M/S|100.0|2017-06-02T18:50:19|2017-06-22T15:38:00
ES|CPUN||HHE|28.734821|-17.755571|583.0|0.0|90.0|0.0|NmxTCompact120s754VmsNmxCentaur40Vpp1mHzRFoff|301720000.0|1.0|M/S|100.0|2017-06-23T09:31:17|2022-05-13T10:31:45
ES|CPUN||HHE|28.734821|-17.755571|583.0|0.0|90.0|0.0|NmxTCompact120s754VmsNmxCentaur40Vpp1mHzRFon|301710000.0|1.0|M/S|100.0|2022-05-13T10:33:20|
ES|CPUN||HHN|28.734821|-17.755571|583.0|0.0|0.0|0.0|CMG3ESPCD60s6000Vms_DM24Mk3FixGainTap23|1835450000.0|1.0|M/S|100.0|2017-06-02T18:50:19|2017-06-22T15:38:00
ES|CPUN||HHN|28.734821|-17.755571|583.0|0.0|0.0|0.0|NmxTCompact120s754VmsNmxCentaur40Vpp1mHzRFoff|301720000.0|1.0|M/S|100.0|2017-06-23T09:31:17|2022-05-13T10:31:45
ES|CPUN||HHN|28.734821|-17.755571|583.0|0.0|0.0|0.0|NmxTCompact120s754VmsNmxCentaur40Vpp1mHzRFon|301710000.0|1.0|M/S|100.0|2022-05-13T10:33:20|
ES|CPUN||HHZ|28.734821|-17.755571|583.0|0.0|0.0|-90.0|CMG3ESPCD60s6000Vms_DM24Mk3FixGainTap23|1833570000.0|1.0|M/S|100.0|2017-06-02T18:50:19|2017-06-22T15:38:00
ES|CPUN||HHZ|28.734821|-17.755571|583.0|0.0|0.0|-90.0|NmxTCompact120s754VmsNmxCentaur40Vpp1mHzRFoff|301720000.0|1.0|M/S|100.0|2017-06-23T09:31:17|2022-05-13T10:31:45
ES|CPUN||HHZ|28.734821|-17.755571|583.0|0.0|0.0|-90.0|NmxTCompact120s754VmsNmxCentaur40Vpp1mHzRFon|301710000.0|1.0|M/S|100.0|2022-05-13T10:33:20|
ES|CPVI||EHE|28.2619|-16.6609|3040.0|0.0|90.0|0.0|LE3DLiteMkI1s400VmsT1038NmxTaurus4VppLowImp1mHz|1598940000.0|10.0|M/S|100.0|2018-11-27T12:55:49|
ES|CPVI||EHN|28.2619|-16.6609|3040.0|0.0|0.0|0.0|LE3DLiteMkI1s400VmsT1038NmxTaurus4VppLowImp1mHz|1598940000.0|10.0|M/S|100.0|2018-11-27T12:55:49|
ES|CPVI||EHZ|28.2619|-16.6609|3040.0|0.0|0.0|-90.0|LE3DLiteMkI1s400VmsT1038NmxTaurus4VppLowImp1mHz|1598940000.0|10.0|M/S|100.0|2018-11-27T12:55:49|
ES|CRAJ||HHE|28.2649|-16.5969|2474.0|0.0|94.8|0.0|GrlpCMG3T3586@100s1500VmsNmxLynx40Vpp1mHzRFoff|641030000.0|1.0|M/S|100.0|2004-06-11T11:28:10|2005-08-09T11:22:30
ES|CRAJ||HHE|28.2649|-16.5969|2474.0|0.0|94.8|0.0|GrlpCMG3T3586@100s1500VmsNmxTrident40Vpp1mHzRFoff|604807000.0|1.0|M/S|100.0|2005-08-09T11:23:50|2006-05-11T11:07:20
ES|CRAJ||HHE|28.2649|-16.5969|2474.0|0.0|103.4|0.0|GrlpCMG3T3D50@120s1500VmsNmxTrident40Vpp1mHzRFoff|600007000.0|1.0|M/S|100.0|2006-05-11T14:15:20|2008-04-16T23:59:59
ES|CRAJ||HHE|28.2649|-16.5969|2474.0|0.0|103.4|0.0|GuralpCMG3T3D50@120s1500VmsNmxTrident40Vpp1mHzRFon|599988000.0|1.0|M/S|100.0|2008-04-17T00:00:00|2014-02-12T10:28:54
ES|CRAJ||HHE|28.2649|-16.5969|2474.0|0.0|103.4|0.0|GuralpCMG3T3894@100s1500VmsNmxTrident40Vpp1mHzRFon|596788000.0|1.0|M/S|100.0|2014-02-12T12:03:20|2015-03-03T13:02:10
ES|CRAJ||HHE|28.2649|-16.5969|2474.0|0.0|90.0|0.0|GuralpCMG3T3894@100s1500VmsNmxTrident40Vpp1mHzRFon|596788000.0|1.0|M/S|100.0|2015-03-03T13:04:40|2015-12-02T14:25:13
ES|CRAJ||HHE|28.2649|-16.5969|2474.0|0.0|90.0|0.0|GuralpCMG3T3902@100s1500VmsNmxTrident40Vpp1mHzRFon|602388000.0|1.0|M/S|100.0|2015-12-02T14:29:39|2021-06-30T09:39:27
ES|CRAJ||HHE|28.2649|-16.5969|2474.0|0.0|90.0|0.0|GrlpCMG3T3902@100s1500VmsNmxCentaur40VppLPha1mHzRF|602381000.0|1.0|M/S|100.0|2021-07-22T09:52:24|2026-07-01T08:42:45
ES|CRAJ||HHE|28.2649|-16.5969|2474.0|0.0|90.0|0.0|GrlpCMGT310869@120s50Hz1500VmsNmxCtr40VppLPh1mHzRF|601581000.0|1.0|M/S|100.0|2026-07-01T09:45:00|
ES|CRAJ||HHN|28.2649|-16.5969|2474.0|0.0|4.8|0.0|GrlpCMG3T3586@100s1500VmsNmxLynx40Vpp1mHzRFoff|637978000.0|1.0|M/S|100.0|2004-06-11T11:28:10|2005-08-09T11:22:30
ES|CRAJ||HHN|28.2649|-16.5969|2474.0|0.0|4.8|0.0|GrlpCMG3T3586@100s1500VmsNmxTrident40Vpp1mHzRFoff|601927000.0|1.0|M/S|100.0|2005-08-09T11:23:50|2006-05-11T11:07:20
ES|CRAJ||HHN|28.2649|-16.5969|2474.0|0.0|13.4|0.0|GrlpCMG3T3D50@120s1500VmsNmxTrident40Vpp1mHzRFoff|602407000.0|1.0|M/S|100.0|2006-05-11T14:15:20|2008-04-16T23:59:59
ES|CRAJ||HHN|28.2649|-16.5969|2474.0|0.0|13.4|0.0|GuralpCMG3T3D50@120s1500VmsNmxTrident40Vpp1mHzRFon|602388000.0|1.0|M/S|100.0|2008-04-17T00:00:00|2014-02-12T10:28:54
ES|CRAJ||HHN|28.2649|-16.5969|2474.0|0.0|13.4|0.0|GuralpCMG3T3894@100s1500VmsNmxTrident40Vpp1mHzRFon|595188000.0|1.0|M/S|100.0|2014-02-12T12:03:20|2015-03-03T13:02:10
ES|CRAJ||HHN|28.2649|-16.5969|2474.0|0.0|0.0|0.0|GuralpCMG3T3894@100s1500VmsNmxTrident40Vpp1mHzRFon|595188000.0|1.0|M/S|100.0|2015-03-03T13:04:40|2015-12-02T14:25:13
ES|CRAJ||HHN|28.2649|-16.5969|2474.0|0.0|0.0|0.0|GuralpCMG3T3902@100s1500VmsNmxTrident40Vpp1mHzRFon|603188000.0|1.0|M/S|100.0|2015-12-02T14:29:39|2021-06-30T09:39:27
ES|CRAJ||HHN|28.2649|-16.5969|2474.0|0.0|0.0|0.0|GrlpCMG3T3902@100s1500VmsNmxCentaur40VppLPha1mHzRF|603181000.0|1.0|M/S|100.0|2021-07-22T09:52:24|2026-07-01T08:42:45
ES|CRAJ||HHN|28.2649|-16.5969|2474.0|0.0|0.0|0.0|GrlpCMGT310869@120s50Hz1500VmsNmxCtr40VppLPh1mHzRF|599981000.0|1.0|M/S|100.0|2026-07-01T09:45:00|
ES|CRAJ||HHZ|28.2649|-16.5969|2474.0|0.0|0.0|-90.0|GrlpCMG3T3586@100s1500VmsNmxLynx40Vpp1mHzRFoff|640182000.0|1.0|M/S|100.0|2004-06-11T11:28:10|2005-08-09T11:22:30
ES|CRAJ||HHZ|28.2649|-16.5969|2474.0|0.0|0.0|-90.0|GrlpCMG3T3586@100s1500VmsNmxTrident40Vpp1mHzRFoff|604007000.0|1.0|M/S|100.0|2005-08-09T11:23:50|2006-05-11T11:07:20
ES|CRAJ||HHZ|28.2649|-16.5969|2474.0|0.0|0.0|-90.0|GrlpCMG3T3D50@120s1500VmsNmxTrident40Vpp1mHzRFoff|592007000.0|1.0|M/S|100.0|2006-05-11T14:15:20|2008-04-16T23:59:59
ES|CRAJ||HHZ|28.2649|-16.5969|2474.0|0.0|0.0|-90.0|GuralpCMG3T3D50@120s1500VmsNmxTrident40Vpp1mHzRFon|591988000.0|1.0|M/S|100.0|2008-04-17T00:00:00|2014-02-12T10:28:54
ES|CRAJ||HHZ|28.2649|-16.5969|2474.0|0.0|0.0|-90.0|GuralpCMG3T3894@100s1500VmsNmxTrident40Vpp1mHzRFon|590388000.0|1.0|M/S|100.0|2014-02-12T12:03:20|2015-03-03T13:02:10
ES|CRAJ||HHZ|28.2649|-16.5969|2474.0|0.0|0.0|-90.0|GuralpCMG3T3894@100s1500VmsNmxTrident40Vpp1mHzRFon|590388000.0|1.0|M/S|100.0|2015-03-03T13:04:40|2015-12-02T14:25:13
ES|CRAJ||HHZ|28.2649|-16.5969|2474.0|0.0|0.0|-90.0|GuralpCMG3T3902@100s1500VmsNmxTrident40Vpp1mHzRFon|595188000.0|1.0|M/S|100.0|2015-12-02T14:29:39|2021-06-30T09:39:27
ES|CRAJ||HHZ|28.2649|-16.5969|2474.0|0.0|0.0|-90.0|GrlpCMG3T3902@100s1500VmsNmxCentaur40VppLPha1mHzRF|595181000.0|1.0|M/S|100.0|2021-07-22T09:52:24|2026-07-01T08:42:45
ES|CRAJ||HHZ|28.2649|-16.5969|2474.0|0.0|0.0|-90.0|GrlpCMGT310869@120s50Hz1500VmsNmxCtr40VppLPh1mHzRF|599181000.0|1.0|M/S|100.0|2026-07-01T09:45:00|
ES|CREA||HHE|28.3529|-16.5807|940.0|0.0|90.0|0.0|NmxTrillium120QA120s1202Vms2298NmxCentaur40Vpp1mHz|480985000.0|1.0|M/S|100.0|2017-03-31T10:52:46|2018-09-11T10:04:36
ES|CREA||HHN|28.3529|-16.5807|940.0|0.0|0.0|0.0|NmxTrillium120QA120s1202Vms2298NmxCentaur40Vpp1mHz|480985000.0|1.0|M/S|100.0|2017-03-31T10:52:46|2018-09-11T10:04:36
ES|CREA||HHZ|28.3529|-16.5807|940.0|0.0|0.0|-90.0|NmxTrillium120QA120s1202Vms2298NmxCentaur40Vpp1mHz|480985000.0|1.0|M/S|100.0|2017-03-31T10:52:46|2018-09-11T10:04:36
ES|CREA|1K|HHE|28.3529|-16.5807|940.0|21.0|90.0|0.0|GuralpRadianGuralpMinimus|1883330000.0|1.0|M/S|100.0|2018-10-30T11:43:00|
ES|CREA|1K|HHN|28.3529|-16.5807|940.0|21.0|0.0|0.0|GuralpRadianGuralpMinimus|1940000000.0|1.0|M/S|100.0|2018-10-30T11:43:00|
ES|CREA|1K|HHZ|28.3529|-16.5807|940.0|21.0|0.0|-90.0|GuralpRadianGuralpMinimus|1496670000.0|1.0|M/S|100.0|2018-10-30T11:43:00|
ES|CROM||EHE|28.75995|-17.88249|2295.0|0.0|90.0|0.0|LE3DLitePreMkI1s400VmsNmxTaurus4VppHighImp1mHzRF|1598980000.0|10.0|M/S|100.0|2017-10-10T13:25:54|2019-04-03T03:12:28
ES|CROM||EHE|28.755682|-17.895141|2225.0|0.0|90.0|0.0|LE3DLitePreMkI1s400VmsNmxTaurus4VppHighImp1mHzRF|1598980000.0|10.0|M/S|100.0|2019-07-30T15:26:14|2019-08-01T10:15:14
ES|CROM||EHN|28.75995|-17.88249|2295.0|0.0|0.0|0.0|LE3DLitePreMkI1s400VmsNmxTaurus4VppHighImp1mHzRF|1598980000.0|10.0|M/S|100.0|2017-10-10T13:25:54|2019-04-03T03:12:28
ES|CROM||EHN|28.755682|-17.895141|2225.0|0.0|0.0|0.0|LE3DLitePreMkI1s400VmsNmxTaurus4VppHighImp1mHzRF|1598980000.0|10.0|M/S|100.0|2019-07-30T15:26:14|2019-08-01T10:15:14
ES|CROM||EHZ|28.75995|-17.88249|2295.0|0.0|0.0|-90.0|LE3DLitePreMkI1s400VmsNmxTaurus4VppHighImp1mHzRF|1598980000.0|10.0|M/S|100.0|2017-10-10T13:25:54|2019-04-03T03:12:28
ES|CROM||EHZ|28.755682|-17.895141|2225.0|0.0|0.0|-90.0|LE3DLitePreMkI1s400VmsNmxTaurus4VppHighImp1mHzRF|1598980000.0|10.0|M/S|100.0|2019-07-30T15:26:14|2019-08-01T10:15:14
ES|CROM||HHE|28.755682|-17.895141|2225.0|0.0|90.0|0.0|NmxTCompact120s754VmsNmxTaurus40VppLImp1mHzRFon|301710000.0|1.0|M/S|100.0|2019-08-14T09:27:14|2026-02-18T12:03:00
ES|CROM||HHE|28.755682|-17.895141|2225.0|0.0|90.0|0.0|NmxTCompact120s754VmsNmxCentaur40VppLPh1mHzRFon|301710000.0|1.0|M/S|100.0|2026-02-19T12:00:00|
ES|CROM||HHN|28.755682|-17.895141|2225.0|0.0|0.0|0.0|NmxTCompact120s754VmsNmxTaurus40VppLImp1mHzRFon|301710000.0|1.0|M/S|100.0|2019-08-14T09:27:14|2026-02-18T12:03:00
ES|CROM||HHN|28.755682|-17.895141|2225.0|0.0|0.0|0.0|NmxTCompact120s754VmsNmxCentaur40VppLPh1mHzRFon|301710000.0|1.0|M/S|100.0|2026-02-19T12:00:00|
ES|CROM||HHZ|28.755682|-17.895141|2225.0|0.0|0.0|-90.0|NmxTCompact120s754VmsNmxTaurus40VppLImp1mHzRFon|301710000.0|1.0|M/S|100.0|2019-08-14T09:27:14|2026-02-18T12:03:00
ES|CROM||HHZ|28.755682|-17.895141|2225.0|0.0|0.0|-90.0|NmxTCompact120s754VmsNmxCentaur40VppLPh1mHzRFon|301710000.0|1.0|M/S|100.0|2026-02-19T12:00:00|
ES|CROQ|1K|HHE|28.291017|-16.682017|1983.0|29.0|90.0|0.0|GuralpRadianGuralpMinimus|1817000000.0|1.0|M/S|100.0|2025-11-18T15:00:00|
ES|CROQ|1K|HHN|28.291017|-16.682017|1983.0|29.0|0.0|0.0|GuralpRadianGuralpMinimus|1801800000.0|1.0|M/S|100.0|2025-11-18T15:00:00|
ES|CROQ|1K|HHZ|28.291017|-16.682017|1983.0|29.0|0.0|-90.0|GuralpRadianGuralpMinimus|1541670000.0|1.0|M/S|100.0|2025-11-18T15:00:00|
ES|CRST||EHE|27.6424|-17.9828|3.0|0.0|90.0|0.0|XXXX|1600000000.0|10.0|M/S|100.0|2011-09-29T13:40:20|2016-03-29T10:53:20
ES|CRST||EHN|27.6424|-17.9828|3.0|0.0|0.0|0.0|XXXX|1600000000.0|10.0|M/S|100.0|2011-09-29T13:40:20|2016-03-29T10:53:20
ES|CRST||EHZ|27.6424|-17.9828|3.0|0.0|0.0|-90.0|XXXX|1600000000.0|10.0|M/S|100.0|2011-09-29T13:40:20|2016-03-29T10:53:20
ES|CTAB||EHE|27.749627|-18.08498|147.0|0.0|90.0|0.0|LE3D5s400VmsMkIUnknownDatalogger|125003000.0|1.0|M/S|100.0|2011-07-18T00:00:00|2011-09-01T09:39:29
ES|CTAB||EHE|27.749627|-18.08498|147.0|0.0|90.0|0.0|LE3D5s400VmsMkINmxTaurus4VppHighImp1mHzRFon|1595290000.0|1.0|M/S|100.0|2011-09-01T09:39:30|2012-02-21T14:20:50
ES|CTAB||EHE|27.749386|-18.085761|140.0|0.0|153.0|0.0|LE3D5s400VmsMkINmxTaurus4VppHighImp1mHzRFon|1595290000.0|1.0|M/S|100.0|2012-02-21T16:29:50|2017-06-21T11:01:08
ES|CTAB||EHE|27.749386|-18.085761|140.0|0.0|90.0|0.0|LE3D5s400VmsMkINmxTaurus4VppHighImp1mHzRFon|1595290000.0|1.0|M/S|100.0|2017-06-21T11:57:00|2024-06-27T08:25:02
ES|CTAB||EHN|27.749627|-18.08498|147.0|0.0|0.0|0.0|LE3D5s400VmsMkIUnknownDatalogger|125003000.0|1.0|M/S|100.0|2011-07-18T00:00:00|2011-09-01T09:39:29
ES|CTAB||EHN|27.749627|-18.08498|147.0|0.0|0.0|0.0|LE3D5s400VmsMkINmxTaurus4VppHighImp1mHzRFon|1595290000.0|1.0|M/S|100.0|2011-09-01T09:39:30|2012-02-21T14:20:50
ES|CTAB||EHN|27.749386|-18.085761|140.0|0.0|63.0|0.0|LE3D5s400VmsMkINmxTaurus4VppHighImp1mHzRFon|1595290000.0|1.0|M/S|100.0|2012-02-21T16:29:50|2017-06-21T11:01:08
ES|CTAB||EHN|27.749386|-18.085761|140.0|0.0|0.0|0.0|LE3D5s400VmsMkINmxTaurus4VppHighImp1mHzRFon|1595290000.0|1.0|M/S|100.0|2017-06-21T11:57:00|2024-06-27T08:25:02
ES|CTAB||EHZ|27.749627|-18.08498|147.0|0.0|0.0|-90.0|LE3D5s400VmsMkIUnknownDatalogger|125003000.0|1.0|M/S|100.0|2011-07-18T00:00:00|2011-09-01T09:39:29
ES|CTAB||EHZ|27.749627|-18.08498|147.0|0.0|0.0|-90.0|LE3D5s400VmsMkINmxTaurus4VppHighImp1mHzRFon|1595290000.0|1.0|M/S|100.0|2011-09-01T09:39:30|2012-02-21T14:20:50
ES|CTAB||EHZ|27.749386|-18.085761|140.0|0.0|0.0|-90.0|LE3D5s400VmsMkINmxTaurus4VppHighImp1mHzRFon|1595290000.0|1.0|M/S|100.0|2012-02-21T16:29:50|2017-06-21T11:01:08
ES|CTAB||EHZ|27.749386|-18.085761|140.0|0.0|0.0|-90.0|LE3D5s400VmsMkINmxTaurus4VppHighImp1mHzRFon|1595290000.0|1.0|M/S|100.0|2017-06-21T11:57:00|2024-06-27T08:25:02
ES|CTAB||HHE|27.749386|-18.085761|140.0|0.0|90.0|0.0|NmxTCompact120s754VmsNmxCentaur40VppLinPha1mHzRFon|301710000.0|1.0|M/S|100.0|2024-06-27T09:00:00|
ES|CTAB||HHN|27.749386|-18.085761|140.0|0.0|0.0|0.0|NmxTCompact120s754VmsNmxCentaur40VppLinPha1mHzRFon|301710000.0|1.0|M/S|100.0|2024-06-27T09:00:00|
ES|CTAB||HHZ|27.749386|-18.085761|140.0|0.0|0.0|-90.0|NmxTCompact120s754VmsNmxCentaur40VppLinPha1mHzRFon|301710000.0|1.0|M/S|100.0|2024-06-27T09:00:00|
ES|CTAC||HHE|27.674889|-18.020452|165.0|0.0|90.0|0.0|NmxTCompact120s754VmsNmxCentaur40VppLinPha1mHzRFon|301710000.0|1.0|M/S|100.0|2024-06-26T15:00:00|
ES|CTAC||HHN|27.674889|-18.020452|165.0|0.0|0.0|0.0|NmxTCompact120s754VmsNmxCentaur40VppLinPha1mHzRFon|301710000.0|1.0|M/S|100.0|2024-06-26T15:00:00|
ES|CTAC||HHZ|27.674889|-18.020452|165.0|0.0|0.0|-90.0|NmxTCompact120s754VmsNmxCentaur40VppLinPha1mHzRFon|301710000.0|1.0|M/S|100.0|2024-06-26T15:00:00|
ES|CTAC|04|EHZ|27.675127|-18.020649|165.0|0.0|0.0|-90.0|MarkL28LB4-5Hz395cr2490sr270VmsGuralpMinimus3.4Vpp|130491000.0|10.0|M/S|100.0|2020-07-15T00:00:00|2022-01-05T11:27:13
ES|CTAC|05|EHZ|27.675705|-18.019744|165.0|0.0|0.0|-90.0|MarkL28LB4-5Hz395cr2490sr270VmsGuralpMinimus3.4Vpp|130491000.0|10.0|M/S|100.0|2020-07-15T00:00:00|2022-01-05T11:27:13
ES|CTAC|06|EHZ|27.674015|-18.020457|165.0|0.0|0.0|-90.0|MarkL28LB4-5Hz395cr2490sr270VmsGuralpMinimus3.4Vpp|130491000.0|10.0|M/S|100.0|2020-07-15T00:00:00|2022-04-26T15:04:01
ES|CTAC|07|EHZ|27.67449|-18.019332|165.0|0.0|0.0|-90.0|MarkL28LB4-5Hz395cr2490sr270VmsGuralpMinimus3.4Vpp|130491000.0|10.0|M/S|100.0|2020-07-15T08:23:42|2022-04-26T15:04:03
ES|CTAC|08|EHZ|27.6745|-18.021918|165.0|0.0|0.0|-90.0|MarkL28LB4-5Hz395cr2490sr270VmsGuralpMinimus3.4Vpp|130491000.0|10.0|M/S|100.0|2020-07-15T08:23:42|2022-04-26T15:04:04
ES|CTAC|09|EHZ|27.673495|-18.0209|165.0|0.0|0.0|-90.0|MarkL28LB4-5Hz395cr2490sr270VmsGuralpMinimus3.4Vpp|130491000.0|10.0|M/S|100.0|2020-07-15T08:25:34|2022-11-02T12:48:09
ES|CTAC|10|EHZ|27.674149|-18.018597|165.0|0.0|0.0|-90.0|MarkL28LB4-5Hz395cr2490sr270VmsGuralpMinimus3.4Vpp|130491000.0|10.0|M/S|100.0|2020-07-15T08:25:24|2022-11-02T12:48:10
ES|CTAC|11|EHZ|27.673243|-18.01968|165.0|0.0|0.0|-90.0|MarkL28LB4-5Hz395cr2490sr270VmsGuralpMinimus3.4Vpp|130491000.0|10.0|M/S|100.0|2020-07-15T08:25:24|2022-11-02T12:48:12
ES|CTAC|12|EHZ|27.675444|-18.018463|165.0|0.0|0.0|-90.0|MarkL28LB4-5Hz395cr2490sr270VmsGuralpMinimus3.4Vpp|130491000.0|10.0|M/S|100.0|2020-07-15T00:00:00|2022-01-05T11:27:13
ES|CTAC|1K|HHE|27.674889|-18.020452|165.0|0.0|90.0|0.0|GrlpRadianGrlpMinimus40Vpp|1810330000.0|1.0|M/S|100.0|2018-07-04T10:28:49|2022-01-27T15:27:47
ES|CTAC|1K|HHE|27.674889|-18.020452|165.0|0.0|90.0|0.0|GrlpRadianGrlpMinimus40Vpp|1810330000.0|1.0|M/S|100.0|2022-11-03T13:13:06|2024-06-24T09:42:54
ES|CTAC|1K|HHN|27.674889|-18.020452|165.0|0.0|0.0|0.0|GrlpRadianGrlpMinimus40Vpp|1910670000.0|1.0|M/S|100.0|2018-07-04T10:28:49|2022-01-27T15:27:47
ES|CTAC|1K|HHN|27.674889|-18.020452|165.0|0.0|0.0|0.0|GrlpRadianGrlpMinimus40Vpp|1910670000.0|1.0|M/S|100.0|2022-11-03T13:13:06|2024-06-24T09:42:54
ES|CTAC|1K|HHZ|27.674889|-18.020452|165.0|0.0|0.0|-90.0|GrlpRadianGrlpMinimus40Vpp|1455000000.0|1.0|M/S|100.0|2018-07-04T10:28:49|2022-01-27T15:27:47
ES|CTAC|1K|HHZ|27.674889|-18.020452|165.0|0.0|0.0|-90.0|GrlpRadianGrlpMinimus40Vpp|1455000000.0|1.0|M/S|100.0|2022-11-03T13:13:06|2024-06-24T09:42:54
ES|CTAN||EHE|27.75438|-18.0543|18.0|0.0|101.7|0.0|LE3D5sMkI400VmsUnknownDatalogger|124999000.0|1.0|M/S|100.0|2011-07-22T14:24:50|2011-09-01T07:57:40
ES|CTAN||EHE|27.75438|-18.0543|18.0|0.0|101.7|0.0|LE3D5sMkI400VmsNmxTaurus4VppHighImp1mHzRFon|1595290000.0|1.0|M/S|100.0|2011-09-01T10:57:10|2015-02-26T10:43:39
ES|CTAN||EHE|27.75438|-18.0543|18.0|0.0|101.7|0.0|LE3DLite1sMkI400VmsNmxCentaur4VppHighImp1mHzRFon|1598930000.0|10.0|M/S|100.0|2015-02-26T17:16:04|2017-03-15T09:41:38
ES|CTAN||EHE|27.75438|-18.0543|18.0|0.0|101.7|0.0|LE3DLite1sMkI400VmsNmxCentaur4VppHighImp1mHzRFon|1598930000.0|10.0|M/S|100.0|2017-03-28T12:46:10|2017-06-21T09:19:51
ES|CTAN||EHE|27.75438|-18.0543|18.0|0.0|90.0|0.0|LE3DLite1sMkI400VmsNmxCentaur4VppHighImp1mHzRFon|1598930000.0|10.0|M/S|100.0|2017-06-21T10:16:40|
ES|CTAN||EHN|27.75438|-18.0543|18.0|0.0|11.7|0.0|LE3D5sMkI400VmsUnknownDatalogger|124999000.0|1.0|M/S|100.0|2011-07-22T14:24:50|2011-09-01T07:57:40
ES|CTAN||EHN|27.75438|-18.0543|18.0|0.0|11.7|0.0|LE3D5sMkI400VmsNmxTaurus4VppHighImp1mHzRFon|1595290000.0|1.0|M/S|100.0|2011-09-01T10:57:10|2015-02-26T10:43:39
